#! FIELDS index mass charge
 0              39.948002                      0
 1              39.948002                      0
 2              39.948002                      0
 3              39.948002                      0
 4              39.948002                      0
 5              39.948002                      0
 6              39.948002                      0
 7              39.948002                      0
 8              39.948002                      0
 9              39.948002                      0
 10              39.948002                      0
 11              39.948002                      0
 12              39.948002                      0
 13              39.948002                      0
 14              39.948002                      0
 15              39.948002                      0
 16              39.948002                      0
 17              39.948002                      0
 18              39.948002                      0
 19              39.948002                      0
 20              39.948002                      0
 21              39.948002                      0
 22              39.948002                      0
 23              39.948002                      0
 24              39.948002                      0
 25              39.948002                      0
 26              39.948002                      0
 27              39.948002                      0
 28              39.948002                      0
 29              39.948002                      0
 30              39.948002                      0
 31              39.948002                      0
 32              39.948002                      0
 33              39.948002                      0
 34              39.948002                      0
 35              39.948002                      0
 36              39.948002                      0
 37              39.948002                      0
 38              39.948002                      0
 39              39.948002                      0
 40              39.948002                      0
 41              39.948002                      0
 42              39.948002                      0
 43              39.948002                      0
 44              39.948002                      0
 45              39.948002                      0
 46              39.948002                      0
 47              39.948002                      0
 48              39.948002                      0
 49              39.948002                      0
 50              39.948002                      0
 51              39.948002                      0
 52              39.948002                      0
 53              39.948002                      0
 54              39.948002                      0
 55              39.948002                      0
 56              39.948002                      0
 57              39.948002                      0
 58              39.948002                      0
 59              39.948002                      0
 60              39.948002                      0
 61              39.948002                      0
 62              39.948002                      0
 63              39.948002                      0
 64              39.948002                      0
 65              39.948002                      0
 66              39.948002                      0
 67              39.948002                      0
 68              39.948002                      0
 69              39.948002                      0
 70              39.948002                      0
 71              39.948002                      0
 72              39.948002                      0
 73              39.948002                      0
 74              39.948002                      0
 75              39.948002                      0
 76              39.948002                      0
 77              39.948002                      0
 78              39.948002                      0
 79              39.948002                      0
 80              39.948002                      0
 81              39.948002                      0
 82              39.948002                      0
 83              39.948002                      0
 84              39.948002                      0
 85              39.948002                      0
 86              39.948002                      0
 87              39.948002                      0
 88              39.948002                      0
 89              39.948002                      0
 90              39.948002                      0
 91              39.948002                      0
 92              39.948002                      0
 93              39.948002                      0
 94              39.948002                      0
 95              39.948002                      0
 96              39.948002                      0
 97              39.948002                      0
 98              39.948002                      0
 99              39.948002                      0
 100              39.948002                      0
 101              39.948002                      0
 102              39.948002                      0
 103              39.948002                      0
 104              39.948002                      0
 105              39.948002                      0
 106              39.948002                      0
 107              39.948002                      0
 108              39.948002                      0
 109              39.948002                      0
 110              39.948002                      0
 111              39.948002                      0
 112              39.948002                      0
 113              39.948002                      0
 114              39.948002                      0
 115              39.948002                      0
 116              39.948002                      0
 117              39.948002                      0
 118              39.948002                      0
 119              39.948002                      0
 120              39.948002                      0
 121              39.948002                      0
 122              39.948002                      0
 123              39.948002                      0
 124              39.948002                      0
 125              39.948002                      0
 126              39.948002                      0
 127              39.948002                      0
 128              39.948002                      0
 129              39.948002                      0
 130              39.948002                      0
 131              39.948002                      0
 132              39.948002                      0
 133              39.948002                      0
 134              39.948002                      0
 135              39.948002                      0
 136              39.948002                      0
 137              39.948002                      0
 138              39.948002                      0
 139              39.948002                      0
 140              39.948002                      0
 141              39.948002                      0
 142              39.948002                      0
 143              39.948002                      0
 144              39.948002                      0
 145              39.948002                      0
 146              39.948002                      0
 147              39.948002                      0
 148              39.948002                      0
 149              39.948002                      0
 150              39.948002                      0
 151              39.948002                      0
 152              39.948002                      0
 153              39.948002                      0
 154              39.948002                      0
 155              39.948002                      0
 156              39.948002                      0
 157              39.948002                      0
 158              39.948002                      0
 159              39.948002                      0
