LAMMPS data file via write_data, version 28 Mar 2023, timestep = 900000, units = metal

2916 atoms
1 atom types

-1.6525860884786816 48.10248608847594 xlo xhi
-1.6525860884786816 48.10248608847594 ylo yhi
-1.6525860884786816 48.10248608847594 zlo zhi

Masses

1 39.948002

Atoms # atomic

1178 1 3.762591108824309 3.110035635860874 1.9539851938992743 1 0 1
2103 1 -0.19987964077544706 2.6400183483339967 1.7650343292366593 0 1 2
2454 1 1.820921359011301 0.14161906830227955 0.626700563001513 0 2 2
1750 1 1.5949533540903076 3.7997232185033925 -1.0008072751767991 3 2 0
198 1 -1.621928784323038 -0.9732013668973605 2.1500672269427783 1 1 0
2118 1 5.170017872405831 -0.43675126373957784 0.6039637971125864 2 0 1
1946 1 6.314549822940269 3.324989442093228 -0.1654408589775973 -2 3 1
1352 1 5.774516862386857 1.073728157016887 4.396039304532982 -2 -2 0
2841 1 9.570559017427675 3.132167917176374 2.276876273003198 0 0 2
869 1 8.559526880003409 0.5500347827914074 -0.5375738565669173 1 -2 1
1960 1 8.700093108288216 -1.0940553153621435 2.857345978309599 1 0 0
1741 1 4.492760136131015 7.43432946025866 3.545307685272892 -1 0 1
827 1 4.540639705619601 6.43532968105656 0.2600607818978342 2 0 -1
2406 1 2.194158362277202 9.784221402477511 1.3712262422595236 0 2 2
2261 1 -1.4871667452241626 9.768224987921046 -1.079910742845748 2 1 1
346 1 1.5350065824067562 7.4908194807544906 -1.4126182166025707 0 -2 -1
1871 1 1.3414138584132642 6.0629268883122975 2.0845344600368376 -1 0 1
337 1 6.377598564209691 10.087178459944253 0.7714452527846034 0 1 -1
1395 1 8.390520332074189 6.699026773453134 1.2482048462650326 3 0 1
2659 1 8.360005865428068 9.315712826402917 3.953307473896757 1 1 2
2662 1 10.54309896714255 9.698386736963883 1.2163742998038471 -1 -1 2
272 1 10.502068062538333 6.168356855473946 4.306652698605394 0 -1 -1
1656 1 0.227862637846876 4.0704889038044705 5.274738211559784 1 2 0
747 1 0.3330566595536508 -1.2770237590335105 7.625053468122179 1 0 1
2614 1 0.7820662926788118 2.759884186394049 9.131236572603328 1 3 -1
2415 1 4.233395286447185 1.4150919266943416 8.210458522180195 1 0 1
2631 1 1.9814751563659905 0.8351206597385654 5.23772983698575 1 2 3
2341 1 3.703323732075015 4.237060027249371 5.500325304562313 0 3 1
1500 1 -1.3999264536107772 0.7737628140248449 5.368038368435784 1 0 -1
1834 1 7.487036400169957 4.415861921499308 5.135777587806002 1 1 -1
2064 1 9.896118900959264 -0.4764134507214637 10.387991380234407 0 0 -1
1580 1 8.205955311448713 1.7951140724378134 7.450538425843648 1 1 0
2579 1 10.549440211975046 3.375737284989725 10.183093858450128 0 1 -1
2350 1 10.148719307718407 -1.2481257245251127 6.217427692846853 -1 -1 0
2214 1 3.0533676681453485 10.227526188215855 8.08778481369525 2 -1 1
1628 1 1.0928628539709844 5.9975460320791125 10.743571539629336 0 1 0
2234 1 1.195123216043521 8.745462449494916 5.112892990201864 0 1 1
425 1 2.912640145268897 7.0302106133503575 7.514662737141171 1 0 -1
1749 1 -0.304169334552957 9.071096912810567 8.667361290586706 -2 2 0
2180 1 9.18977632507496 5.886981157749886 7.90550222977434 1 1 0
2040 1 10.262003347444606 9.544073452281381 7.356106676312638 -2 -1 -1
1012 1 4.656766326536499 8.170708029976042 10.400705488373173 0 -1 0
1470 1 7.850686289149284 9.443661916320087 10.302067855021074 0 -1 1
836 1 5.452465013788781 4.826652566587943 8.718672135345104 2 1 -1
647 1 6.411716236794444 8.139349335881768 7.106116123812971 1 -1 0
322 1 1.3100410770730218 0.2725748658314784 14.476448671646665 0 0 0
1281 1 -0.08050210612122743 3.063762280460601 12.33766017935108 0 -1 -2
2206 1 2.1254389610252478 3.7692113642780987 15.357176400825779 -1 0 0
2405 1 -1.5285759016946374 3.092678526433586 15.803138731395087 2 1 1
527 1 4.109933269271325 4.178900678889278 11.963852185117421 1 0 -1
418 1 -0.6202987792610786 -0.42529673637347254 11.558183688807297 1 0 -1
419 1 3.0149869551950124 0.80236300666451 11.289881314096448 2 1 -1
984 1 6.641456644414383 1.773002926958494 10.933269153075992 0 -3 0
921 1 5.050213712290345 1.7773681292549202 14.580950390327878 1 1 -1
1106 1 8.723765831241831 2.5628788402911242 13.942488104821157 2 0 1
1255 1 9.822469889698302 0.21083771313703648 16.23371012611182 1 -1 0
1162 1 7.5203979238794965 -1.226480047946233 13.583159369842534 1 -1 0
1571 1 0.18783721747995163 9.822587866141076 14.562396373909472 2 0 0
1693 1 2.8719034442726548 7.48731282228416 13.673944990656075 1 0 1
